ID,Name,Yield Count,Yield Units,Yield Units Descriptor,Cost,Cost Per Unit,Categories,Allergens,Label Certifications,Ingredient List,Target Margin,Minimum Sell Price (calculated based on target margin),Sell Quantity,Sell Price,Sell Price Per Unit,Sell Margin,Food Cost Percentage
230063,Dark chocolate cookies,19.0,each,Pucks,7.539,0.397,"","Eggs, Gluten, Milk","","butter, white sugar, flour, dark cocoa powder, dark brown sugar, large eggs, baking soda, salt",,,1,,,,
239645,Dark chocolate covered potato chips,1.0,g,"",2.061,2.061,"",Soy,"","potato chips, chocolate callets (unsweetened chocolate; sugar; cocoa butter; lecithin (soy); natural vanilla flavor; milk), canola oil",,,1,,,,
275095,Death By Chocolate Icecream,2.75,each,Tubs,32295.637,11743.868,Dairy Ice Cream,"Eggs, Gluten, Milk, Soy","","runny sauce (white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking vanilla, salt, water), chocolate cake (white sugar, flour, buttermilk, water, large eggs, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking vanilla, baking powder, salt, baking soda, espresso powder, canola oil), chocolate paste (water, white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.')), mexican vanilla 2x, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
275076,Dirty Soda Icecream,3.0,each,Tubs,108.753,36.251,Dairy Ice Cream,Milk,"","cherry puree, amarena cherries, white sugar, cola gmf, tahitian vanilla, gmf caramel color, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
244543,Donut Try This At Home Icecream,1.0,each,servings,91.397,91.397,Dairy Ice Cream,"Corn, Eggs, Gluten, Milk, Soy, Wheat","","maple syrup, indonesian vanilla extract 2x, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), bourbon whiskey flavor (gmf), maple flavor (gmf), glazed donuts (enriched wheat flour bleached (flour,niacin,iron,thiamine mononitrate,riboflavin,folic acid),water,dextrose,soybean oil,apples,high fructose corn syrup,palm oil,sugar,yeast,contains 2% or less: acidic calcium sulfate,agar,ascorbic acid,calcium carbonate,cellulose gum,cinnamon,citric acid,defatted soy flour,degermed yellow corn meal,l-cysteine,eggs,modified food starch,glycerin,glyceryl monooleate,guar gum,hydrogenated soybean oil,baking soda,sodium acid pyrophosphate,malic acid,maltodextrin,mono- & diglycerides,natural flavor,polysorbate 60,potassium sorbate (preservative),benzoic acid,sodium benzoate,sodium erythorbate,sodium metabisulfite,salt,sodium stearoyl lactylate,spices,spice extractives,oleoresin paprika (color),wheat starch,whey)",,,1,,,,
230390,Earl Grey Syrup,1.0,qt,,3.219,3.219,"","","","water, white sugar, earl grey tea",,,1,,,,
230064,Edible chocolate chip dough,2690.0,g,Chopped,19.725,0.00733,"","Gluten, Milk, Soy, Wheat","","mini chocolate chips (sugar; unsweetened chocolate; cocoa butter; soy lecithin; natural vanilla extract), butter, light brown sugar, heat treated flour, baking vanilla, sea salt",,,1,,,,
230218,Edible cinnamon sugar cookie dough,2500.0,g,"",15.097,0.00604,"","Gluten, Milk, Wheat","","light brown sugar, heat treated flour, butter, milk, whole, baking vanilla, cinnamon (powdered), salt",,,1,,,,
229603,Edible sugar cookie dough,1000.0,g,"",9.883,0.00988,"","Gluten, Milk, Wheat","","heat treated flour, butter, white sugar, sanding sugar, cream of tartar, cornstarch, baking vanilla, salt, baking soda, baking powder",,,1,,,,
237265,Eggnog Icecream,1.0,each,tubs,41.023,41.023,Dairy Ice Cream,"Eggs, Milk","","pasteurized egg yolks, eggnog flavor, nutmeg, cinnamon (powdered), indonesian vanilla extract 2x, turmeric gmf, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
228832,Espresso Bean Icecream,2.0,each,tubs,67.301,33.651,Dairy Ice Cream,"Milk, Soy","","milk chocolate covered espresso beans, dark chocolate covered espresso beans (sugar, coffee liquor, cocoa butter, milk fat, vanilla, soy lecithin, espresso beans, confectionary glaze, gum arabic, natural flavors), espresso powder, madagascar vanilla 2x (bourbon vanilla), cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
250558,Everything But The Ice Cream,3.0,each,tubs,16860.375,5620.125,Dairy Ice Cream,"Coconut*, Gluten, Milk, Soy, Tree nuts, Wheat","","v/gf granola (plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., gluten free rolled oats, light brown sugar, maple syrup, dried apples, salt, cinnamon (powdered)), cream cheese, white choco covered pretzels (white chocolate, pretzels), dark brown sugar, pecans, chocolate flake (chocolate callets (unsweetened chocolate; sugar; cocoa butter; lecithin (soy); natural vanilla flavor; milk), canola oil), madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
250491,Farmers Market Strawberry Ice Cream,2.75,each,tubs,53.309,19.385,Dairy Ice Cream,"","","farmers market strawberries, strawberry puree, white sugar, tahitian vanilla",,,1,,,,
284959,Fruit of the Forest Icecream,2.0,each,tubs,218570.387,109285.194,Dairy Ice Cream,Milk,"","mixed berry compote (for ic for bfast) (strawberries, frozen, raspberries, frozen, white sugar, blackberries, frozen, blueberries, frozen, citric acid powder), madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
242606,GF Lemon Crinkle Cookies,1.0,each,batch,2.234,2.234,"","Eggs, Milk","","bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, white sugar, large eggs, powdered sugar, butter, lemon, baking powder, baking vanilla, salt",,,1,,,,
287736,GF/V Black Bean Brownies,1.0,g,"",360.979,360.979,"","Coconut*, Soy","","vegan chocolate chips, light brown sugar, black beans, bobs redmill gluten free flour: sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sorghum flour, tapioca flour, xantham gum) heat-treated, brown sugar, plant-based oil blend from canola, coconut and sunflower oils, water, sunflower lecithin, faba bean protein, citric acid, natural flavor, glucose, beta carotene (color)., cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking soda, baking vanilla, salt, water, organic oats, organic sunflower oil, salt, potassium corbonate ",,,1,,,,
275101,Gingerbread Cake Icecream,2.25,each,Tubs,16988.602,7550.49,Dairy Ice Cream,"Eggs, Gluten, Milk, Soy","","cream cheese frosting (powdered sugar, cream cheese, butter, light corn syrup, mexican vanilla 2x, sea salt), orange gingerbread cake (flour, molasses, white sugar, water, large eggs, wildflower honey, baking soda, ginger, salt, orange oil, cinnamon flavor, canola oil), molasses, ginger, madagascar vanilla 2x (bourbon vanilla), cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), all spice, cinnamon (powdered), blackpepper, nutmeg, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), cloves",,,1,,,,
242293,Gluten Free Heat Treated Flour,1.0,g,,0,0,"","","","",,,1,,,,
262463,Goat Cheese Swirl,1.0,each,batch,7.309,7.309,"",Milk,"","goat cheese, heavy cream, light corn syrup, powdered sugar, wildflower honey, baking vanilla, sea salt",,,1,,,,
286408,Golden Milk (dairy) Icecream,1.5,each,tubs,1250041.662,833361.108,Dairy Ice Cream,Milk,"","blackpepper, wildflower honey, turmeric (powdered), cinnamon (powdered), ginger, indonesian vanilla extract 2x, cardamom (powdered), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
231120,Golden Oreo cookie butter,1.0,each,servings,26.083,26.083,"","Gluten, Milk, Soy, Wheat","","ingredients: unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), sugar, soybean and/or canola oil, palm oil, high fructose corn syrup, salt, baking soda, soy lecithin, natural and artificial flavor.contains: wheat, soy., milk, whole, baking vanilla, canola oil",,,1,,,,
242228,Graham Cracker Pie Crust,1.0,each,Pie crust,2.714,2.714,"","Gluten, Milk, Soy","","graham cracker, white sugar, butter, cinnamon (powdered)",,,1,,,,
230852,"Granny smith apples, chopped",1.0,g,,0,0,"","","","",,,1,,,,
276627,Granola Parfait Icecream,2.5,each,Tubs,79900.449,31960.18,Dairy Ice Cream,"Gluten, Milk","","cinnamon crisp (white sugar, flour, butter, light brown sugar, baking vanilla, sea salt, cinnamon (powdered)), marionberry spread, greek yogurt, white sugar, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
286410,Grizzler Icecream,1.5,each,tubs,4777.911,3185.274,Dairy Ice Cream,"Fish, Milk","","blackberries, turbinado sugar, tomato puree, brown sugar, honey, red wine vinegar, tomato paste, organic molasses, kosher salt, worcestershire sauce (fish), 
natural hickory smoke flavor, onion powder, mustard powder, black pepper, marionberry spread, glycerin and artificial flavor, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
229129,Guava+ Sorbet,1.0,each,tubs,76.787,76.787,Sorbet,"","","guava puree, water, earl grey syrup (water, white sugar, earl grey tea), white sugar, passionfruit puree, glucose powder, ice bracer, orange oil",,,1,,,,
284961,Guilty Pleasure Icecream,2.25,each,tubs,60.642,26.952,Dairy Ice Cream,"Artificial dye, Corn, Eggs, Gluten, Milk, Peanuts, Soy","","brownies (white sugar, butter, large eggs, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), flour, baking vanilla, sea salt), peanut butter sauce, torani caramel sauce: corn syrup, sugar, invert sugar, heavy cream, water, butter (cream, salt), nonfat milk, less than 1% of lecithin, salt, caramel color, sodium bicarbonate, natural flavors. contains milk., indonesian vanilla extract 2x, saigon cinnamon, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
231106,Hazelnut Praline,1.0,each,servings,6.809,6.809,"",Tree nuts,"","white sugar, hazelnuts, salt",,,1,,,,
286366,Heirloom Tomato Sorbet,1.5,each,tubs,16.673,11.115,Sorbet,"","","water, heirloom tomato, white sugar, glucose powder, ice bracer, indonesian vanilla extract 2x, cinnamon (powdered)",,,1,,,,
230492,Hibiscus Syrup,1.0,qt,,1.912,1.912,"","","","water, white sugar, hibiscus",,,1,,,,
287303,High Tea Icecream,2.0,each,tubs,176416.523,88208.261,Dairy Ice Cream,"Gluten, Milk","","orange bitters, bergamot gmf, earl grey syrup (water, white sugar, earl grey tea), candied orange pieces, shortbread (flour, butter, powdered sugar, salt, baking vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
286404,Hint Of Mint Ripple Icecream,1.5,each,Tubs,39.479,26.32,Dairy Ice Cream,Milk,"","mint, fresh, madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
286374,Honey Lavender Icecream,2.0,each,tubs,84.652,42.326,Dairy Ice Cream,Milk,"","lavender water flavor (gmf), honey flavor (gmf), purple carrot extract, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
243816,Honey Lemon Ricotta Icecream,2.25,each,tubs,1000054.874,444468.833,Dairy Ice Cream,Milk,"","honey flavor (gmf), ricotta cheese, wildflower honey, lemon, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), lemon oil",,,1,,,,
286373,HoneyComb Candy,1.0,g,"",0,0,"","","","",,,1,,,,
237263,Hot Cocoa Icecream,1.0,each,tubs,5713.454,5713.454,Dairy Ice Cream,"Milk, Soy","","chocolate paste (water, white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.')), mini marshmallows, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
276644,Hot Cross Buns Icecream,2.0,each,Tubs,51.316,25.658,Dairy Ice Cream,"Gluten, Milk, Wheat","","cream cheese frosting (powdered sugar, cream cheese, butter, light corn syrup, mexican vanilla 2x, sea salt), edible cinnamon sugar cookie dough (light brown sugar, heat treated flour, butter, milk, whole, baking vanilla, cinnamon (powdered), salt), candied orange pieces, golden raisins, madagascar vanilla 2x (bourbon vanilla), cinnamon (powdered), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
286288,Hot Honey Peach Icecream,2.0,each,tubs,1003240.152,501620.076,Dairy Ice Cream,Milk,"","honey flavor (gmf), roasted peaches (peaches, light brown sugar), wildflower honey, yellow hot pepper, salt, citric acid, sodium benzoate, white sugar, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), peach flavor gmf",,,1,,,,
286405,Housemade Fudge,1.0,g,"",0,0,"","","","",,,1,,,,
286618,Huckleberry (dairy) Icecream,1.5,each,tubs,43.411,28.941,Dairy Ice Cream,Milk,"","huckleberries, white sugar, orange blossom water, tahitian vanilla, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
229135,It's Giving Purple Sorbet,1.0,each,tubs,76.289,76.289,Sorbet,"","","water, black currant puree, white sugar, glucose powder, ice bracer, violet syrup",,,1,,,,
276624,Jam Tart Icecream,2.0,each,Tubs,872.99,436.495,Dairy Ice Cream,"Eggs, Gluten, Milk","","raspberry jam, shortbread (flour, butter, powdered sugar, salt, baking vanilla), lemon curd (white sugar, butter, large eggs, cornstarch), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
284902,Kiwi Sorbet,2.0,each,tubs,9.682,4.841,Sorbet,"","","kiwi puree, water, white sugar, glucose powder, ice bracer, tahitian vanilla",,,1,,,,
286284,Kristens Lunch Icecream,2.5,each,tubs,1607.98,643.192,Dairy Ice Cream,"Gluten, Milk, Peanuts, Soy","","blackberry puree, sugar, blackberries, water, fruit pectin, citric acid, potassium sorbrate, peanut butter sauce, shortbread (flour, butter, powdered sugar, salt, baking vanilla), white sugar, madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
230494,Lemon Curd,1.0,each,servings,1.676,1.676,"","Eggs, Milk","","white sugar, butter, large eggs, cornstarch",,,1,,,,
275111,Lemon meringue pie Icecream,2.0,each,Tubs,2480.817,1240.408,Dairy Ice Cream,"Eggs, Gluten, Milk, Soy","","graham cracker, lemon curd (white sugar, butter, large eggs, cornstarch), meringue (large eggs, white sugar, cream of tartar, sea salt), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), lemon oil",,,1,,,,
248540,Lemon Sorbet,1.0,each,tub,56.09,56.09,Sorbet,"","","water, lemon puree, white sugar, glucose, ice bracer, orange oil",,,1,,,,
230357,"Lemon, juiced",3.0,oz,,0,0,"","","","",,,1,,,,
230356,"Lemon, zested",1.0,tbsp,,0,0,"","","","",,,1,,,,
230437,Licorice Icecream,1.5,each,Tubs,40.842,27.228,Dairy Ice Cream,Milk,"","purple carrot extract, anise extract, annatto extract, spirulina powder, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
286639,Lime Icecream,1.0,each,tub,38.76,38.76,Dairy Ice Cream,Milk,"","lime puree, white sugar, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), lemon oil",,,1,,,,
242300,"Limes, juiced",1.0,g,"",0,0,"","","","",,,1,,,,
242298,"Limes, zested",1.0,g,,0,0,"","","","",,,1,,,,
250490,Lychee Sorbet,1.75,each,tubs,577.761,330.149,Sorbet,"","","purple carrot extract, lychee puree, water, white sugar, glucose powder, ice bracer",,,1,,,,
229051,Malted Coffee Toffee Ice Cream,1.75,each,tubs,68.534,39.162,Dairy Ice Cream,"Gluten, Milk, Soy, Tree nuts, Wheat","","heath bar pieces, malted milk powder, white sugar, espresso powder, madagascar vanilla 2x (bourbon vanilla), cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
230254,Malted Toffee Coffee Cookies,11.0,each,Cookies,7.74,0.704,"","Eggs, Gluten, Milk, Soy, Tree nuts, Wheat","","flour, butter, heath bar pieces, light brown sugar, large eggs, white sugar, malted milk powder, espresso powder, salt, baking soda, baking powder",,,1,,,,
229052,Malty and Salty Icecream,1.0,each,tubs,55.286,55.286,Dairy Ice Cream,"Gluten, Milk, Soy, Wheat","","malted milk powder, white sugar, sea salt, tahitian vanilla, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), trablit coffee extract",,,1,,,,
229049,Mandarin Goat Cheese Icecream,1.0,each,tubs,98.875,98.875,Dairy Ice Cream,Milk,"","mandarin puree, goat cheese, white sugar, madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), orange oil",,,1,,,,
286619,Mango Chamoy Icecream,2.0,each,tubs,699.067,349.534,Dairy Ice Cream,"Artificial dye, Corn, Milk","","mango puree, mango chunks (frozen), water, iodized salt, high fructose corn syrup, citric acid, xanthan gum, red peppers, modified corn starch, sodium citrate, acetic acid, sodium benzoate, fd&c red 40, fc&d yellow 6, fc&d blue 1, white sugar, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
286636,Mango Icecream,1.0,each,tub,39.804,39.804,Dairy Ice Cream,Milk,"","mango puree, white sugar, madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
243825,Mango Passionfruit Sorbet,1.0,each,servings,97.188,97.188,Sorbet,"","","water, passionfruit puree, mango puree, white sugar, glucose powder, ice bracer, tahitian vanilla, mexican vanilla 2x",,,1,,,,
230769,Matcha Blackberry Swirl Ice Cream,2.0,each,Tubs,15193.91,7596.955,Dairy Ice Cream,Milk,"","blackberry swirl (blackberry puree, white sugar, fruit bracer, blackberry flavor), matcha powder, citric acid solution (citric acid powder, water), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
214996,Matcha Made In Heaven Ice Cream,1.75,each,Tubs,59.834,34.191,Dairy Ice Cream,"Gluten, Milk, Soy","","oreo pieces (unbleached flour, reduced iron, thaimine mononitrate, riboflavin, sugar, palm oil, soy bean or canola oil, invert sugar, leavining (baking soda), soy lecithin, salt, chocolate, natural flavor, matcha powder, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
291705,Matcha Mochi,1.0,each,9x13 pan,72746.333,72746.333,"","Coconut*, Tree nuts","","matcha powder, water, rice flour, white sugar, coconut milk (water, coconut cream*, contains 1% or less of: coconut water concentrate*, gellan gum, guar gum*, natural flavor, sodium citrate, tricalcium phosphate, vitamin d2, xanthan gum. ), light corn syrup, baking powder",,,1,,,,
275081,Matcha Peafection,2.0,each,Tubs,51.959,25.98,Peafection Icecream,"Pea protein, Tree nuts","","peapal, matcha powder, water, cane sugar, coconut oil, tapioca syrup, blend (dextrose, pea protein, locust bean gum, salt, guar gum), natural vanilla flavor",,,1,,,,
262460,Matcha Strawberry Neapolitan Cookies,2.0,each,batch,20.262,10.131,"","Eggs, Gluten, Milk","","flour, white sugar, butter, large eggs, baking vanilla, salt, freeze dried strawberry powder, baking powder, freeze dried strawberry pieces, baking soda, matcha powder",,,1,,,,
231128,Meringue,1.0,qt,,0.9,0.9,"",Eggs,"","large eggs, white sugar, cream of tartar, sea salt",,,1,,,,
230432,Milk Chocolate Icecream,1.5,each,Tubs,394.147,262.764,Dairy Ice Cream,"Milk, Soy","","chocolate paste (water, white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.')), mexican vanilla 2x, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
237267,Mint Matcha Chip Icecream,1.5,each,tubs,65.105,43.404,Coconut Vegan Ice Cream,Tree nuts,"","enjoy life mini chocolate chips (cane sugar, unsweetened chocolate, cocoa butter), matcha powder, coconut cream (coconut extract, water), cane sugar, water, tapioca syrup solids, 2% or less of locust bean gum, sea salt.
, peppermint oil",,,1,,,,
230843,Mint Water,4.5,qt,,0.154,0.0343,"","","","water, mint, fresh",,,1,,,,
286289,Minter WonderLand Icecream,2.5,each,tubs,71.555,28.622,Dairy Ice Cream,"Corn, Eggs, Gluten, Milk, Soy","","brownies (white sugar, butter, large eggs, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), flour, baking vanilla, sea salt), sugar, corn syrup, chocolate, cocoa, invert sugar, milk fat, egg whites, cocoa butter, soy lecithin (emulsifier), oil of peppermint, pgpr (emulsifier), and natural flavor., andes mints: sugar, palm kernel and palm oil, cocoa (processed with alkali), nonfat milk, lactose, milk protein concentrate, soy lecithin (an emulsifier), natural and artificial flavors, peppermint oil, colors added (yellow 5 lake, blue 1 lake). contains milk and soy., green color, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), peppermint oil",,,1,,,,
214992,Miso Maple Icecream,2.0,each,Tubs,61.757,30.879,Dairy Ice Cream,"Milk, Soy","","miso, maple syrup, madagascar vanilla 2x (bourbon vanilla), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), maple flavor (gmf)",,,1,,,,
284960,Mixed Berry Compote (for ic for bfast),1.0,g,"",79.465,79.465,"","","","strawberries, frozen, raspberries, frozen, white sugar, blackberries, frozen, blueberries, frozen, citric acid powder",,,1,,,,
244541,MMMinty Icecream,1.0,each,servings,73.907,73.907,Dairy Ice Cream,"Eggs, Gluten, Milk, Soy","","runny sauce (white sugar, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking vanilla, salt, water), brownies (white sugar, butter, large eggs, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), flour, baking vanilla, sea salt), andes mints: sugar, palm kernel and palm oil, cocoa (processed with alkali), nonfat milk, lactose, milk protein concentrate, soy lecithin (an emulsifier), natural and artificial flavors, peppermint oil, colors added (yellow 5 lake, blue 1 lake). contains milk and soy., green color, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), peppermint oil",,,1,,,,
230514,Mocha Ripple,1.0,each,servings,1.725,1.725,"","","","water, white sugar, light corn syrup, dark cocoa powder, espresso powder, baking vanilla",,,1,,,,
230244,Molasses Cookies,1.0,each,Batch,5.265,5.265,"","Eggs, Gluten, Milk","","flour, white sugar, butter, molasses, large eggs, vegetable shortening, baking soda, cinnamon (powdered), ginger, baking vanilla, salt, sugar (raw)",,,1,,,,
241291,Mulled wine,1.0,each,Batch,8.07,8.07,"","","","red wine, star anise, cinnamon sticks, oranges",,,,,,,
215074,Nectarine Sorbet,1.0,each,Tubs,40.196,40.196,"","","","nectarine puree, water, white sugar, glucose powder, ice bracer",,,1,,,,
230238,Nom nom nom cake,1.0,each,6” round,64.132,64.132,"","Artificial dye, Coconut*, Corn, Eggs, Gluten, Milk, Soy, Tree nuts, Wheat","","chocolate cake (white sugar, flour, buttermilk, water, large eggs, cocoa powder ('sugar, cocoa- processed with alkali, unsweetened chocolate, soy lecithin- an emulsifier, vanilla.'), baking vanilla, baking powder, salt, baking soda, espresso powder, canola oil), bettercreme (high fructose corn syrup, water, hydrogenated vegetable oil (palm, palm kernel, coconut and/or cottonseed), corn syrup, contains less than 2% of the following: sodium caseinate (a milk derivative), soy protein concentrate, polysorbate 60, carbohydrate gum, sugar, salt, artificial flavor, polyglycerol esters of fatty acids, to preserve freshness (potassium sorbate), xanthan gum.), mini oreos, mini chips ahoy, food coloring, oreo pieces (unbleached flour, reduced iron, thaimine mononitrate, riboflavin, sugar, palm oil, soy bean or canola oil, invert sugar, leavining (baking soda), soy lecithin, salt, chocolate, natural flavor",,,1,,,,
284904,Oat Milk Chai Icecream,1.0,each,tub,64,64,Oat Vegan Ice Cream,"","","water, organic chai concentrate",,,1,,,,
244542,OMG Sorbet,1.25,each,tubs,68.811,55.049,Sorbet,"","","water, mango puree, white sugar, glucose powder, ice bracer, ginger, orange oil",,,1,,,,
260420,Orange Blossom Icecream,2.25,each,tub,318955.185,141757.86,Dairy Ice Cream,"Eggs, Milk","","cream cheese frosting (powdered sugar, cream cheese, butter, light corn syrup, mexican vanilla 2x, sea salt), coconut macaroon (shredded coconut, condensed milk, large eggs, baking vanilla, salt), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), orange oil",,,1,,,,
275103,Orange Cranberry Swirl Icecream,1.5,each,Tubs,3883.522,2589.015,Dairy Ice Cream,Milk,"","cranberry swirl (cranberries, white sugar, red wine, salt, cinnamon (powdered)), 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum), orange oil",,,1,,,,
230242,Orange GingerBread Cake,1.0,g,"",8.913,8.913,"","Eggs, Gluten","","flour, molasses, white sugar, water, large eggs, wildflower honey, baking soda, ginger, salt, orange oil, cinnamon flavor, canola oil",,,1,,,,
230519,Orange Syrup,0.5,each,Batch,1.737,3.474,"","","","water, white sugar, fruit bracer, citric acid powder",,,1,,,,
230517,"Orange, juiced",1.0,qt,"",0,0,"","","","",,,1,,,,
230518,"Orange, zested",1.0,tbsp,,0,0,"","","","",,,1,,,,
242227,Oreo Pie Crust,1.0,each,servings,4.124,4.124,"","Gluten, Milk, Soy","","oreo pieces (unbleached flour, reduced iron, thaimine mononitrate, riboflavin, sugar, palm oil, soy bean or canola oil, invert sugar, leavining (baking soda), soy lecithin, salt, chocolate, natural flavor, butter",,,1,,,,
275088,Paloma Sorbet,1.5,each,Tubs,76.82,51.213,Sorbet,"","","water, grapefruit puree, white sugar, glucose, ice bracer, orange oil, mezcal",,,1,,,,
248639,Passionfruit Cashew Nut Brittle Ice Cream,2.25,each,tubs,82.7,36.756,Dairy Ice Cream,"Milk, Tree nuts","","passionfruit puree, cashew brittle (cashew, white sugar, light corn syrup, butter, water, baking soda, sea salt), white sugar, 16% meadowvale dairy base-(cream, milk, cane sugar, skim milk, nonfat milk, guar gum, locust bean gum)",,,1,,,,
