rcc_id	name	rcc_price	rcc_unit	tier	density_source	target_unit	confidence	status	notes
482247	Glucose	3.5900	lb	4		g	T4	OK	$0.00791/g | source: supplier row: 11 lb @ $39.45 = $3.59/lb [Chef's Warehouse]
506726	Glucose Powder	3.9000	lb	4		g	T4	OK	$0.00860/g | source: supplier row: 11 lb @ $42.93 = $3.90/lb [Chef's Warehouse]
528773	Gluten Free Flour (bobs red mill)	0.0400	lb	4		g	T4	OK	pack: 25 lb | $0.00009/g | source: inline Details: 25 lb @ $1.00
536652	Gluten Free Oreos-Double Stuffed	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: inline Details: 1 g @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
536651	Gluten Free Oreos-Single Stuffed	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: inline Details: 1 g @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
529221	Gluten Free Rolled Oats	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: supplier row: 1 lb @ $1.00 = $1.00/lb [Chef's Warehouse] | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
530612	GMF Cake Batter Flavor	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: supplier row: 1 oz @ $1.00 = $1.00/oz [Green Mountain Flavors] | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
536655	GMF Caramel Color	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: supplier row: 1 oz @ $1.00 = $1.00/oz [Green Mountain Flavors] | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
536654	GMF Caramel Flavor	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: supplier row: 1 oz @ $1.00 = $1.00/oz [Green Mountain Flavors] | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
506909	Goat Cheese	0.6100	oz	4		g	T4	OK	$0.02152/g | source: supplier row: 10.5 oz @ $6.39 = $0.61/oz [US Foods Chefstore]
510540	Golden oreos	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: inline Details: 1 oz @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
576266	Golden Raisins	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
509701	Graham Cracker	0.3800	oz	4		g	T4	OK	$0.01340/g | source: supplier row: 14.4 oz @ $5.49 = $0.38/oz [US Foods Chefstore]
510299	Granny Smith Apple	1.0000	each	3	Count-based unit; standard weight: medium apple ~180g. 1 each = 180 g.	g	T3	PLACEHOLDER-SUSPECTED	$0.00556/g | source: inline Details: 1 each @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 each @ $1.00" — this is the common stub pattern and likely not real cost data.
506904	Grapefruit Puree	21.4800	Kg	4		g	T4	OK	$0.02148/g | source: supplier row: 6/1 Kg @ $128.87 = $21.48/Kg [Chef's Warehouse]
509713	Greek Yogurt	2.1600	lb	4		g	T4	OK	$0.00476/g | source: supplier row: 5 lb @ $10.79 = $2.16/lb [US Foods Chefstore]
509739	Green color	164.0000	gal	4	RCC-provided converter: 1 gal 10.42 lb. Derived density 1.2486 g/ml; 1 gal = 4726.43 g.	g	T4	OK	$0.03470/g | source: supplier row: 1 gal @ $164.00 = $164.00/gal [Green Mountain Flavors]
574628	Green sprinkles	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
506985	Guava Puree	14.5600	Kg	4		g	T4	OK	$0.01456/g | source: supplier row: 6/1 Kg @ $87.36 = $14.56/Kg [Chef's Warehouse]
509366	Hazelnuts	5.4200	lb	4		g	T4	OK	$0.01195/g | source: supplier row: 5 lb @ $27.10 = $5.42/lb [Chef's Warehouse]
507943	Heat treated flour	2.8300	lb	4		g	T4	OK	$0.00624/g | source: supplier row: 6/5 lb @ $84.95 = $2.83/lb [Cookie Do]
506913	Heath Bar Pieces	5.8000	lb	4		g	T4	OK	$0.01279/g | source: supplier row: 5 lb @ $28.99 = $5.80/lb [US Foods Chefstore]
509697	Heavy Cream	0.2100	oz	4		g	T4	OK	$0.00741/g | source: supplier row: 64 oz @ $13.49 = $0.21/oz [US Foods Chefstore]
590758	Heirloom Tomato	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
507435	Hibiscus	0.8700	oz	4		g	T4	OK	$0.03069/g | source: supplier row: 16 oz @ $13.88 = $0.87/oz [Amazon]
590780	Honey Flavor (GMF)	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: supplier row: 1 g @ $1.00 = $1.00/g [Green Mountain Flavors] | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
519846	Honey Roasted Peanuts	1.0000	Kg	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00100/g | source: inline Details: 1 Kg @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 Kg @ $1.00" — this is the common stub pattern and likely not real cost data.
590683	hot pepper paste	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: supplier row: 1 oz @ $1.00 = $1.00/oz [Amazon] | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
591298	huckleberries	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
482244	Ice Bracer	21.0000	lb	4		g	T4	OK	$0.04630/g | source: supplier row: 5 lb @ $105.00 = $21.00/lb [Green Mountain Flavors]
508267	Indonesian Vanilla Extract 2x	195.7400	gal	4	RCC-provided converter: 1 tbsp 13 g. Derived density 0.8792 g/ml; 1 gal = 3327.95 g.	g	T4	OK	$0.05882/g | source: supplier row: 1 gal @ $195.74 = $195.74/gal [Nielsen Massey]
586896	kalamansi puree	1.0000	Kg	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00100/g | source: inline Details: 1 Kg @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 Kg @ $1.00" — this is the common stub pattern and likely not real cost data.
588120	Kiwi Puree	0.0000	Kg	0		g	T0	ZERO-PRICE	source: supplier row: 1000 Kg @ $1.00 = $0.00/Kg [Chef's Warehouse]
534918	Lady Fingers	0.0100	g	5		g	T5	OK	$0.01000/g | source: supplier row: 500 g @ $5.29 = $0.01/g [US Foods Chefstore]
507263	Large Eggs	0.2800	each	4	RCC-provided each-weight converter: 1 each 57 g. 1 each = 57.0 g.	g	T4	OK	$0.00491/g | source: supplier row: 60 each @ $16.59 = $0.28/each [US Foods Chefstore]
508257	Lavender Extract	6.7500	floz	3	Volume unit; assumed extract/flavor density 0.88 g/ml (1 floz = 26.02 g). Pattern: vanilla.*extract|extract|\bflavor\b.	g	T3	OK	$0.25937/g | source: supplier row: 2 floz @ $13.50 = $6.75/floz [Amazon]
590775	Lavender water flavor (GMF)	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: supplier row: 1 oz @ $1.00 = $1.00/oz [Green Mountain Flavors] | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
509688	Lemon	1.1000	lb	4		g	T4	OK	$0.00243/g | source: supplier row: 5 lb @ $5.49 = $1.10/lb [US Foods Chefstore]
564472	Lemon emulsion GMF	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: inline Details: 1 oz @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
508256	Lemon Oil	4.4100	floz	3	Volume unit; assumed oil density 0.92 g/ml (1 floz = 27.21 g). Pattern: \boil\b|canola|olive oil|sesame oil|coconut oil(?!.*solid).	g	T3	OK	$0.16209/g | source: supplier row: 3.4 floz @ $15.00 = $4.41/floz [Amazon]
506728	Lemon Puree	15.3300	Kg	4		g	T4	OK	$0.01533/g | source: supplier row: 6/1 Kg @ $92.00 = $15.33/Kg [Chef's Warehouse]
507937	Light brown sugar	0.9200	lb	4		g	T4	OK	$0.00203/g | source: supplier row: 25 lb @ $22.89 = $0.92/lb [US Foods Chefstore]
507268	Light corn syrup	20.2900	gal	4	RCC-provided converter: 11.5 oz 1 cup. Derived density 1.3756 g/ml; 1 gal = 5207.24 g.	g	T4	OK	$0.00390/g | source: supplier row: 1 gal @ $20.29 = $20.29/gal [US Foods Chefstore]
506902	Lime Puree	18.5500	Kg	4		g	T4	OK	$0.01855/g | source: supplier row: 6/1 Kg @ $111.31 = $18.55/Kg [Chef's Warehouse]
528840	Limes	2.1200	lb	4		g	T4	OK	$0.00467/g | source: supplier row: 5 lb @ $10.59 = $2.12/lb [US Foods Chefstore]
539305	lychee puree	0.1700	oz	4		g	T4	OK	$0.00600/g | source: supplier row: 6 oz @ $1.00 = $0.17/oz [Chef's Warehouse]
587219	M&M candy pieces	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
482083	Madagascar Vanilla 2x (Bourbon Vanilla)	284.4200	gal	4	RCC-provided converter: 1 tbsp 17 g. Derived density 1.1497 g/ml; 1 gal = 4351.93 g.	g	T4	OK	$0.06535/g | source: supplier row: 1 gal @ $284.42 = $284.42/gal [Nielsen Massey]
506912	Malted Milk Powder	5.9400	lb	4		g	T4	OK	$0.01310/g | source: supplier row: 6/2.5 lb @ $89.09 = $5.94/lb [US Foods Chefstore]
574599	Mami’s Oatrageous	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
506908	Mandarin Puree	14.6600	Kg	4		g	T4	OK	$0.01466/g | source: supplier row: 6/1 Kg @ $87.96 = $14.66/Kg [Chef's Warehouse]
591300	mango chunks (frozen)	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
507023	Mango Puree	19.1600	Kg	4		g	T4	OK	$0.01916/g | source: supplier row: 6/1 Kg @ $114.94 = $19.16/Kg [Chef's Warehouse]
482084	Maple Flavor (GMF)	10.0000	tsp	3	Volume unit; assumed extract/flavor density 0.88 g/ml (1 tsp = 4.34 g). Pattern: vanilla.*extract|extract|\bflavor\b.	g	T3	OK	$2.30546/g | source: inline Details: 1 tsp @ $10.00
481939	Maple Syrup	16.6000	qt	4	RCC-provided converter: 11.1 oz 1 cup. Derived density 1.3278 g/ml; 1 qt = 1256.53 g.	g	T4	OK	$0.01321/g | source: supplier row: 1 gal @ $66.41 = $16.60/qt [Chef's Warehouse]
507439	Marionberry spread	4.5800	lb	4		g	T4	OK	$0.01010/g | source: supplier row: 5.5 lb @ $25.21 = $4.58/lb [Chef's Warehouse]
574615	Marsala wine	1.0000	floz	3	Volume unit; assumed spirits/wine density 0.95 g/ml (1 floz = 28.09 g). Pattern: liqueur|liquor|wine|bourbon|rum|whiskey|whisky|brandy|gin|vodka|tequila.	g	T3	PLACEHOLDER-SUSPECTED	$0.03559/g | source: inline Details: 1 floz @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 floz @ $1.00" — this is the common stub pattern and likely not real cost data.
527486	Marshmallow fluff	4.2500	lb	4		g	T4	OK	$0.00937/g | source: supplier row: 6/3 lb @ $76.49 = $4.25/lb [Webstaurant]
509832	Marshmallows, Mini	0.2000	oz	4		g	T4	OK	$0.00705/g | source: supplier row: 16 oz @ $3.19 = $0.20/oz [US Foods Chefstore]
599651	masa harina	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: inline Details: 1 g @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
509833	Mascarpone	5.7200	lb	4		g	T4	OK	$0.01261/g | source: supplier row: 5 lb @ $28.59 = $5.72/lb [US Foods Chefstore]
482114	Matcha Powder	36.2600	Kg	4		g	T4	OK	$0.03626/g | source: supplier row: 1 Kg @ $36.26 = $36.26/Kg [Chef's Warehouse]
481937	Meadowvale 16% Dairy Ice Cream Base	3.8700	qt	3	Volume unit; assumed dairy density 1.03 g/ml (1 qt = 974.74 g). Pattern: cream(?!.*cheese)|milk|half.?and.?half|buttermilk|kefir.	g	T3	OK	$0.00397/g | source: supplier row: 2/10 qt @ $77.41 = $3.87/qt [Chef's Warehouse]
519087	Meadowvale Coconut base	5.3400	qt	3	Volume unit; NO ingredient-specific density and no name-pattern match — defaulted to water-like 1.0 g/ml (1 qt = 946.35 g). **Needs Gus confirmation.**	g	T3	OK	$0.00564/g | source: supplier row: 2/10 qt @ $106.78 = $5.34/qt [Chef's Warehouse]
574598	Meadowvale Peafection	4.5400	qt	3	Volume unit; NO ingredient-specific density and no name-pattern match — defaulted to water-like 1.0 g/ml (1 qt = 946.35 g). **Needs Gus confirmation.**	g	T3	OK	$0.00480/g | source: supplier row: 2/10 qt @ $90.70 = $4.54/qt [Chef's Warehouse]
482229	Mexican Vanilla 2x	318.6900	gal	4	RCC-provided converter: 1 tbsp 13 g. Derived density 0.8792 g/ml; 1 gal = 3327.95 g.	g	T4	OK	$0.09576/g | source: supplier row: 1 gal @ $318.69 = $318.69/gal [Nielsen Massey]
574606	Mezcal	1.0000	floz	3	Volume unit; NO ingredient-specific density and no name-pattern match — defaulted to water-like 1.0 g/ml (1 floz = 29.57 g). **Needs Gus confirmation.**	g	T3	PLACEHOLDER-SUSPECTED	$0.03381/g | source: inline Details: 1 floz @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 floz @ $1.00" — this is the common stub pattern and likely not real cost data.
506722	Milk Chocolate Covered Espresso Beans	8.0800	lb	4		g	T4	OK	$0.01781/g | source: supplier row: 5 lb @ $40.39 = $8.08/lb [US Foods Chefstore]
507951	Milk, Whole	0.0600	oz	4		g	T4	OK	$0.00212/g | source: supplier row: 64 oz @ $3.79 = $0.06/oz [US Foods Chefstore]
574608	Mini Cadbury eggs	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: inline Details: 1 g @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
509385	Mini Chips ahoy	0.5400	oz	4		g	T4	OK	$0.01905/g | source: supplier row: 8 oz @ $4.29 = $0.54/oz [QFC]
509124	Mini chocolate chips	4.7500	lb	4		g	T4	OK	$0.01047/g | source: supplier row: 30 lb @ $142.49 = $4.75/lb [Webstaurant]
519838	Mini Marshmallows	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: inline Details: 1 oz @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
509386	Mini oreos	0.5400	oz	4		g	T4	OK	$0.01905/g | source: supplier row: 8 oz @ $4.29 = $0.54/oz [QFC]
510289	Mint, fresh	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
482082	Miso	7.8500	Kg	4		g	T4	OK	$0.00785/g | source: supplier row: 1 Kg @ $7.85 = $7.85/Kg [Chef's Warehouse]
528767	Mixed Nuts	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
506720	Molasses	22.5500	gal	4	RCC-provided converter: 11.6 oz 1 cup. Derived density 1.3876 g/ml; 1 gal = 5252.52 g.	g	T4	OK	$0.00429/g | source: supplier row: 1 gal @ $22.55 = $22.55/gal [Chef's Warehouse]
587224	Mounds Bars	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
482242	Nectarine Puree	10.0000	Kg	4		g	T4	OK	$0.01000/g | source: inline Details: 1 Kg @ $10.00
587230	Nestle Crunch Bars	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
509696	Non-Dairy Whip Topping	2.9000	lb	4		g	T4	OK	$0.00639/g | source: supplier row: 2 lb @ $5.79 = $2.90/lb [US Foods Chefstore]
509410	Nutmeg	1.0000	cup	4	RCC-provided converter: 3.76 oz 1 cup. Derived density 0.4498 g/ml; 1 cup = 106.59 g.	g	T4	PLACEHOLDER-SUSPECTED	$0.00938/g | source: inline Details: 1 cup @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 cup @ $1.00" — this is the common stub pattern and likely not real cost data.
510138	Nutter Butter	0.0100	g	5		g	T5	OK	$0.01000/g | source: supplier row: 4/672 g @ $31.17 = $0.01/g [Amazon]
594065	oat milk	1.0000	qt	3	Volume unit; assumed dairy density 1.03 g/ml (1 qt = 974.74 g). Pattern: cream(?!.*cheese)|milk|half.?and.?half|buttermilk|kefir.	g	T3	PLACEHOLDER-SUSPECTED	$0.00103/g | source: supplier row: 1 qt @ $1.00 = $1.00/qt [Chef's Warehouse] | PLACEHOLDER-SUSPECTED: RCC entry is "1 qt @ $1.00" — this is the common stub pattern and likely not real cost data.
536811	Oat Soft Serve Mix (Vanilla)	18.3500	gal	3	Volume unit; NO ingredient-specific density and no name-pattern match — defaulted to water-like 1.0 g/ml (1 gal = 3785.41 g). **Needs Gus confirmation.**	g	T3	OK	$0.00485/g | source: supplier row: 6/0.5 gal @ $55.05 = $18.35/gal [Chef's Warehouse]
576269	Orange bitters	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: inline Details: 1 oz @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
506906	Orange Blossom Water	0.5900	floz	4	RCC-provided converter: 1 oz 1 floz. Derived density 0.9586 g/ml; 1 floz = 28.35 g.	g	T4	OK	$0.02081/g | source: supplier row: 17 floz @ $9.95 = $0.59/floz [Amazon]
506907	Orange Oil	3.9400	floz	3	Volume unit; assumed oil density 0.92 g/ml (1 floz = 27.21 g). Pattern: \boil\b|canola|olive oil|sesame oil|coconut oil(?!.*solid).	g	T3	OK	$0.14481/g | source: supplier row: 12.7 floz @ $49.99 = $3.94/floz [Amazon]
574623	Orange sprinkles	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: inline Details: 1 g @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
509860	Oranges	1.0000	each	1	Count-based unit "each" but no standard weight known for this item; would need Gus-specific weight.	g	T1	PLACEHOLDER-SUSPECTED	source: inline Details: 1 each @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 each @ $1.00" — this is the common stub pattern and likely not real cost data. | NEEDS-GUS-WEIGHT: Count-based unit with no standard weight known for this specific item. | Tier 1: pure estimate; $/g not computed without per-item weight.
482115	Oreo Pieces	4.6400	lb	4		g	T4	OK	$0.01023/g | source: supplier row: 4/2.5 lb @ $46.39 = $4.64/lb [US Foods Chefstore]
574607	Organic chai concentrate	1.0000	floz	3	Volume unit; NO ingredient-specific density and no name-pattern match — defaulted to water-like 1.0 g/ml (1 floz = 29.57 g). **Needs Gus confirmation.**	g	T3	PLACEHOLDER-SUSPECTED	$0.03381/g | source: inline Details: 1 floz @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 floz @ $1.00" — this is the common stub pattern and likely not real cost data.
507436	Organic rose petals	3.5000	oz	4		g	T4	OK	$0.12346/g | source: supplier row: 4 oz @ $13.99 = $3.50/oz [Amazon]
506986	Passionfruit Puree	22.7700	Kg	4		g	T4	OK	$0.02277/g | source: supplier row: 6/1 Kg @ $136.64 = $22.77/Kg [Chef's Warehouse]
519842	Pasteurized Egg Yolks	1.0000	Kg	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00100/g | source: inline Details: 1 Kg @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 Kg @ $1.00" — this is the common stub pattern and likely not real cost data.
586505	peach flavor gmf	1.0000	gal	3	Volume unit; assumed extract/flavor density 0.88 g/ml (1 gal = 3331.16 g). Pattern: vanilla.*extract|extract|\bflavor\b.	g	T3	PLACEHOLDER-SUSPECTED	$0.00030/g | source: supplier row: 1 gal @ $1.00 = $1.00/gal [Green Mountain Flavors] | PLACEHOLDER-SUSPECTED: RCC entry is "1 gal @ $1.00" — this is the common stub pattern and likely not real cost data.
590686	Peach Jam	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
510538	Peaches	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
510545	Peanut butter	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: inline Details: 1 oz @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
510141	Peanut Butter Chips	3.4300	lb	4		g	T4	OK	$0.00756/g | source: supplier row: 25 lb @ $85.78 = $3.43/lb [Webstaurant]
510139	Peanut Butter Cups, Mini	5.1500	lb	4		g	T4	OK	$0.01135/g | source: supplier row: 10 lb @ $51.49 = $5.15/lb [Webstaurant]
509700	Peanut Butter Sauce	4.0000	lb	4		g	T4	OK	$0.00882/g | source: supplier row: 4.5 lb @ $17.99 = $4.00/lb [US Foods Chefstore]
574602	Peapal	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: supplier row: 1 oz @ $1.00 = $1.00/oz [Green Mountain Flavors] | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
590687	Pear Puree	0.0000	floz	0		g	T0	ZERO-PRICE	source: supplier row: 1000 floz @ $1.00 = $0.00/floz [Chef's Warehouse]
539392	Pecans	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
510297	Pepper	1.0000	tbsp	3	Volume unit; NO ingredient-specific density and no name-pattern match — defaulted to water-like 1.0 g/ml (1 tbsp = 14.79 g). **Needs Gus confirmation.**	g	T3	PLACEHOLDER-SUSPECTED	$0.06763/g | source: supplier row: 1 tbsp @ $1.00 = $1.00/tbsp [US Foods Chefstore] | PLACEHOLDER-SUSPECTED: RCC entry is "1 tbsp @ $1.00" — this is the common stub pattern and likely not real cost data.
510293	Peppercorns	1.0000	each	1	Count-based unit "each" but no standard weight known for this item; would need Gus-specific weight.	g	T1	PLACEHOLDER-SUSPECTED	source: supplier row: 1 each @ $1.00 = $1.00/each [US Foods Chefstore] | PLACEHOLDER-SUSPECTED: RCC entry is "1 each @ $1.00" — this is the common stub pattern and likely not real cost data. | NEEDS-GUS-WEIGHT: Count-based unit with no standard weight known for this specific item. | Tier 1: pure estimate; $/g not computed without per-item weight.
527492	Peppermint candy	4.0800	lb	4		g	T4	OK	$0.00899/g | source: supplier row: 10 lb @ $40.79 = $4.08/lb [Webstaurant]
508252	Peppermint Oil	8.9900	floz	3	Volume unit; assumed oil density 0.92 g/ml (1 floz = 27.21 g). Pattern: \boil\b|canola|olive oil|sesame oil|coconut oil(?!.*solid).	g	T3	OK	$0.33042/g | source: supplier row: 1 floz @ $8.99 = $8.99/floz [Amazon]
574620	Phyllo Dough	1.0000	g	5		g	T5	PLACEHOLDER-SUSPECTED	$1.00000/g | source: supplier row: 1 g @ $1.00 = $1.00/g [US Foods Chefstore] | PLACEHOLDER-SUSPECTED: RCC entry is "1 g @ $1.00" — this is the common stub pattern and likely not real cost data.
590691	pickles	1.0000	gal	3	Volume unit; NO ingredient-specific density and no name-pattern match — defaulted to water-like 1.0 g/ml (1 gal = 3785.41 g). **Needs Gus confirmation.**	g	T3	PLACEHOLDER-SUSPECTED	$0.00026/g | source: inline Details: 1 gal @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 gal @ $1.00" — this is the common stub pattern and likely not real cost data.
598056	Pie Cherries	1.0000	oz	4		g	T4	PLACEHOLDER-SUSPECTED	$0.03527/g | source: inline Details: 1 oz @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 oz @ $1.00" — this is the common stub pattern and likely not real cost data.
509839	Pineapple chunks	1.0000	each	1	Count-based unit "each" but no standard weight known for this item; would need Gus-specific weight.	g	T1	PLACEHOLDER-SUSPECTED	source: inline Details: 1 each @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 each @ $1.00" — this is the common stub pattern and likely not real cost data. | NEEDS-GUS-WEIGHT: Count-based unit with no standard weight known for this specific item. | Tier 1: pure estimate; $/g not computed without per-item weight.
509840	Pineapple Gmf	1.0000	floz	3	Volume unit; NO ingredient-specific density and no name-pattern match — defaulted to water-like 1.0 g/ml (1 floz = 29.57 g). **Needs Gus confirmation.**	g	T3	PLACEHOLDER-SUSPECTED	$0.03381/g | source: supplier row: 1 floz @ $1.00 = $1.00/floz [Green Mountain Flavors] | PLACEHOLDER-SUSPECTED: RCC entry is "1 floz @ $1.00" — this is the common stub pattern and likely not real cost data.
506943	Pink Pitaya Powder	3.6000	oz	4		g	T4	OK	$0.12699/g | source: supplier row: 5 oz @ $17.99 = $3.60/oz [Amazon]
536657	Pink Sprinkle	1.0000	lb	4		g	T4	PLACEHOLDER-SUSPECTED	$0.00220/g | source: inline Details: 1 lb @ $1.00 | PLACEHOLDER-SUSPECTED: RCC entry is "1 lb @ $1.00" — this is the common stub pattern and likely not real cost data.
